"ID","JC_Maths_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","TIPI_Extra_PCG_W2","TIPI_Agreeable_PCG_W2","TIPI_Cons_PCG_W2","TIPI_EmoStab_PCG_W2","TIPI_Open_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2","LC_Maths_Points","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","Fee_Paying_W3","Mixed_W3","Gender_YP_W3","JC_Maths_Standardized","LC_Maths_Standardized"
866000,12,70,65,131,1,1.5,2.5,1,3.5,5,6,5,0,0,1,1,102,22,4,7,4,3.5,3.5,6.5,4,5,6,4,0,0,1,1,1.28494207741211,1.02423042904425
867000,11,55,70,117,6,4.5,1.5,2,5,3,3,3,0,0,1,1,71,20,4,8,4,5,5,6,3,3,3,4,0,0,1,1,0.616475100723727,0.141677394207232
871000,11,100,80,131,0.5,7,7,6.5,6.5,5,3,5,0,0,1,1,100,28,4,15,4,4,7,7,6.5,5,3,5,0,0,1,1,0.616475100723727,0.967291523570891
886000,12,80,80,124,4,6.5,7,5,4.5,4,5,5,0,0,0,1,113,21,4,13,4,7,7,5.5,6,4,5,5,0,1,1,1,1.28494207741211,1.3373944091477
888000,10,45,55,107,3.5,4.5,5.5,3,5,5,5,5,0,0,0,1,91,18,4,5,6.5,5,4.5,4.5,5,5,5,3,0,0,0,1,-0.0519918759646515,0.71106644894079
889000,11,90,100,135,2.5,7,6.5,5,6.5,5,3,5,0,1,0,1,102,25,3,14,7,6,6,7,5,5,3,5,0,1,0,1,0.616475100723727,1.02423042904425
890000,11,95,80,110,3.5,7,7,5,2,5,5,5,0,1,0,1,110,23,4,14,4.5,6.5,6.5,4.5,4,5,5,5,0,1,0,1,0.616475100723727,1.25198605093767
891000,12,100,85,140,4,5.5,5.5,1.5,7,3,5,5,0,1,1,1,90,31,4,17,5,5.5,6,4.5,7,3,5,5,0,1,1,1,1.28494207741211,0.682596996204112
894000,11,75,65,110,1,5,5,1.5,4,6,4,3,0,1,0,1,113,31,3,13,2.5,6,4.5,5.5,4.5,6,4,3,0,1,0,1,0.616475100723727,1.3373944091477
896000,11,85,75,121,4,1.5,4.5,3.5,4.5,6,3,5,0,0,0,1,85,22,4,16,2,5,4.5,4,5,6,3,5,0,0,0,1,0.616475100723727,0.540249732520723
897000,9,70,40,110,5,7,0.5,4.5,5,3,5,3,0,0,0,1,28,20,1,12,3,6.5,6,4.5,2,3,5,4,0,0,0,1,-0.72045885265303,-1.08250907346992
898000,11,50,30,124,5,4,1,3,5,3,3,5,0,0,0,1,40,18,3,5,5,5.5,4.5,5,5.5,3,3,5,0,0,0,1,0.616475100723727,-0.740875640629782
901000,11,100,90,140,1.5,7,7,6,2.5,6,6,5,0,1,0,1,90,29,4,15,7,7,7,7,6.5,6,6,5,0,1,0,1,0.616475100723727,0.682596996204112
902000,12,85,75,117,2.5,3.5,2,5,3,5,6,5,0,1,0,1,125,19,4,8,4,4.5,5.5,4.5,5,5,5,5,0,1,1,1,1.28494207741211,1.67902784198784
903000,10,70,50,99,4.5,7,7,7,3.5,5,5,5,0,1,0,1,91,24,3,10,4,7,6.5,7,7,5,5,5,0,1,0,1,-0.0519918759646515,0.71106644894079
908000,10,40,100,79,4,4.5,5,4,4,5,4,3,0,0,0,1,85,22,2,6,4,4,6,4,4.5,5,3,3,0,0,0,1,-0.0519918759646515,0.540249732520723
910000,11,85,50,95,3,6.5,6.5,6.5,2.5,4,3,3,0,0,0,1,105,36,2,7,6.5,7,6.5,7,4,4,3,3,0,0,0,1,0.616475100723727,1.10963878725428
915000,11,95,65,124,1.5,1.5,6.5,4.5,5,6,3,5,0,1,1,1,102,16,3,12,5.5,6,7,7,7,6,3,5,0,1,0,1,0.616475100723727,1.02423042904425
925000,11,90,75,110,1.5,6.5,7,1,4,4,5,4,0,0,0,1,75,25,2,13,4.5,4,7,4.5,4,3,5,5,0,0,0,1,0.616475100723727,0.255555205153944
938000,11,70,70,114,3,3.5,5,4.5,3,2,2,4,0,0,1,1,60,24,4,10,4,6.5,5,5,4.5,2,2,4,0,0,1,1,0.616475100723727,-0.171486585896225
943000,12,75,85,103,7,7,5,7,7,4,3,3,0,0,1,1,125,20,3,12,6.5,5.5,4.5,5,4.5,3,3,4,0,0,1,1,1.28494207741211,1.67902784198784
965000,10,65,45,92,1.5,3.5,4,4,2,3,2,3,0,0,1,1,30,20,2,13,4,4,4.5,4.5,4,3,2,5,0,0,1,1,-0.0519918759646515,-1.02557016799656
967000,10,95,35,129,3.5,5,3.5,6.5,3.5,5,3,2,0,0,1,1,60,15,2,15,3.5,5.5,5.5,4,6,5,6,1,0,0,1,1,-0.0519918759646515,-0.171486585896225
971000,8,60,50,110,3,7,1,3.5,5.5,4,5,4,0,0,1,1,35,20,2,8,1.5,6,3,1,6,4,5,4,0,0,1,1,-1.38892582934141,-0.883222904313172
974000,11,90,80,117,6,3.5,7,1.5,3.5,5,3,4,0,0,1,1,102,28,1,14,5.5,4.5,5.5,6,5,5,3,4,1,0,1,1,0.616475100723727,1.02423042904425
987000,9,90,50,95,7,7,0.5,5,7,6,6,4,0,0,1,1,30,28,2,12,2,4,4,5,6,5,5,4,0,0,1,1,-0.72045885265303,-1.02557016799656
995000,9,75,25,110,1.5,7,7,7,6,4,4,5,0,0,0,1,45,16,1,10,6.5,6.5,7,7,7,4,4,5,0,0,0,1,-0.72045885265303,-0.598528376946393
996000,11,85,65,117,7,6,0.5,7,7,3,6,5,0,0,0,1,115,19,4,10,7,4.5,4,7,4.5,3,6,5,0,0,0,1,0.616475100723727,1.39433331462106
999000,10,50,40,114,7,7,5,6.5,3.5,6,5,5,0,0,0,1,37,23,3,7,6,6.5,4.5,7,6,6,5,4,0,0,0,1,-0.0519918759646515,-0.826283998839816
1007000,12,90,85,107,1.5,7,1.5,6.5,6.5,3,3,3,0,0,0,1,125,33,4,12,6,4,3.5,7,6.5,3,3,4,0,0,0,1,1.28494207741211,1.67902784198784
1010000,12,60,75,140,3,3,1.5,2.5,3.5,5,4,5,0,0,0,1,125,24,4,4,3,4,4.5,5,2,5,4,3,0,0,0,1,1.28494207741211,1.67902784198784
1011000,11,85,65,95,3.5,7,3,5,3.5,3,6,4,0,0,0,1,71,22,2,13,3.5,4,2,5.5,5.5,3,6,4,0,0,0,1,0.616475100723727,0.141677394207232
1016000,11,55,50,117,7,3.5,3,1,7,5,4,5,0,0,1,1,91,19,3,4,6,6.5,5,7,5,5,3,5,0,0,1,1,0.616475100723727,0.71106644894079
1018000,9,85,40,121,7,7,7,7,7,5,3,2,0,0,1,1,28,25,2,12,5.5,5,5.5,7,6.5,5,3,5,0,0,1,1,-0.72045885265303,-1.08250907346992
1020000,11,90,100,135,1,5,3.5,1.5,2,3,3,4,0,1,1,1,115,33,3,10,4.5,6.5,4,4.5,3.5,3,3,2,0,1,1,1,0.616475100723727,1.39433331462106
1026000,8,45,35,99,3,7,3.5,3.5,4,4,3,5,0,0,0,1,15,23,2,5,3.5,7,4,3.5,6.5,4,3,5,0,0,0,1,-1.38892582934141,-1.45261195904673
1032000,12,90,60,114,4,5.5,4,3,5.5,2,6,4,0,0,0,1,113,33,3,14,4,5.5,4,6.5,5.5,2,6,4,0,0,0,1,1.28494207741211,1.3373944091477
1033000,12,95,70,117,3.5,1.5,5,1.5,5.5,5,5,4,0,0,0,1,113,30,2,11,7,4.5,4.5,6,5.5,5,5,4,0,0,0,1,1.28494207741211,1.3373944091477
1044000,8,55,25,121,3,2.5,1.5,3,3.5,6,3,3,0,1,1,1,28,26,1,10,7,5,5,6.5,5,6,3,2,0,1,1,1,-1.38892582934141,-1.08250907346992
1049000,8,70,35,121,7,5,5,1.5,7,3,3,4,0,0,1,1,0,18,2,9,6.5,6,5,4.5,7,3,3,3,0,0,1,1,-1.38892582934141,-1.8796537500969
1053000,10,60,25,107,2,7,1.5,1,7,4,3,3,0,0,1,1,46,20,2,10,4.5,6.5,7,4.5,7,4,3,3,0,0,1,1,-0.0519918759646515,-0.570058924209715
1059000,7,25,30,85,7,5.5,2,1,4.5,3,3,3,0,0,1,1,15,16,2,5,7,2,2,1,3,3,1,1,0,0,1,1,-2.05739280602979,-1.45261195904673
1060000,11,95,35,121,7,1,1.5,2,6.5,5,4,2,0,0,1,1,70,32,3,13,6,4.5,3.5,3,6.5,5,4,3,0,0,1,1,0.616475100723727,0.113207941470554
1064000,10,85,40,107,2.5,3.5,5,7,3.5,3,5,2,0,0,1,1,80,34,3,7,5,6.5,3.5,6,6.5,3,3,5,0,0,1,1,-0.0519918759646515,0.397902468837333
1065000,11,85,100,129,7,7,5,1.5,7,6,5,5,0,0,1,1,100,22,4,9,7,7,5.5,7,7,3,5,4,0,0,1,1,0.616475100723727,0.967291523570891
1076000,7,85,45,114,5,1.5,3,4.5,3.5,2,3,1,0,0,0,1,45,23,3,10,6,6,5,7,6.5,2,3,1,0,0,0,1,-2.05739280602979,-0.598528376946393
1087000,7,50,20,85,3.5,7,4.5,7,7,4,3,3,0,0,1,1,15,19,1,10,7,6.5,5,6.5,7,3,3,2,0,0,1,1,-2.05739280602979,-1.45261195904673
1088000,10,95,55,110,2,1,3.5,2,4.5,5,6,5,0,0,1,1,91,22,1,8,5,4,4,6.5,4,5,6,5,0,0,0,1,-0.0519918759646515,0.71106644894079
1095000,10,90,70,85,7,7,3.5,4.5,3.5,5,6,5,0,0,1,1,37,22,3,8,4.5,6.5,3.5,5.5,5.5,5,6,5,0,0,1,1,-0.0519918759646515,-0.826283998839816
1100000,11,90,50,140,1.5,3.5,3.5,3.5,2.5,3,3,4,0,0,1,1,80,20,1,7,1,7,7,5,4.5,3,3,5,0,0,1,1,0.616475100723727,0.397902468837333
1116000,9,70,60,131,3,7,6.5,7,3.5,4,6,4,0,0,0,1,37,20,1,10,3,6,4.5,4,3,4,6,4,0,1,0,1,-0.72045885265303,-0.826283998839816
1118000,12,100,100,140,7,6,7,3.5,6,5,6,5,0,0,0,1,102,11,3,11,6,4.5,4,5.5,6,5,6,5,0,0,0,1,1.28494207741211,1.02423042904425
1120000,10,35,60,92,3,4,4,4,2.5,3,1,2,0,0,0,1,20,27,3,9,5.5,6,4.5,5.5,5.5,3,1,3,0,0,0,1,-0.0519918759646515,-1.31026469536334
1125000,11,60,85,124,1.5,6,3,1.5,5,3,3,5,0,0,1,1,91,16,4,10,4,5.5,3,6,4,3,3,5,0,0,1,1,0.616475100723727,0.71106644894079
1126000,8,90,70,129,3.5,7,5,6.5,7,3,4,4,0,0,0,1,28,27,3,14,7,7,4.5,6.5,7,5,4,5,0,0,0,1,-1.38892582934141,-1.08250907346992
1133000,10,70,55,107,3,3.5,6.5,3.5,3,5,4,4,0,0,1,1,85,20,3,9,5,6.5,5,7,5,5,5,5,0,0,1,1,-0.0519918759646515,0.540249732520723
1136000,12,85,95,135,6.5,3,3,3,2,6,5,5,0,0,1,1,125,31,4,13,3.5,6.5,7,6.5,4.5,6,5,5,0,0,1,1,1.28494207741211,1.67902784198784
1138000,11,80,90,145,3.5,6.5,4.5,6.5,2.5,4,4,5,0,0,0,1,95,15,2,7,4,6,7,6.5,6,3,3,5,0,0,0,1,0.616475100723727,0.824944259887501
1153000,10,50,15,99,3,4.5,4,3.5,5,6,3,4,0,0,1,1,0,17,3,11,5.5,4,1.5,6.5,7,6,3,5,0,0,1,1,-0.0519918759646515,-1.8796537500969
1155000,11,70,55,140,2,7,6,7,3,3,5,3,0,0,1,1,91,23,3,7,3.5,6.5,4.5,7,6,3,5,5,0,0,1,1,0.616475100723727,0.71106644894079
1159000,10,80,95,135,2,7,4.5,7,4.5,4,3,1,0,0,0,1,81,22,3,9,6.5,5,5,7,6,5,3,4,0,0,0,1,-0.0519918759646515,0.426371921574011
1160000,5,80,80,121,2.5,6.5,3,1.5,6.5,4,6,3,0,0,1,1,46,20,3,11,5,6.5,5.5,5,6.5,4,6,1,0,0,1,1,-3.39432675940655,-0.570058924209715
1180000,9,55,50,107,4,3.5,3.5,6.5,3,4,3,3,0,0,0,1,91,29,2,8,3.5,6.5,7,7,6,3,3,2,0,0,0,1,-0.72045885265303,0.71106644894079
1181000,10,50,55,114,4,7,3.5,7,3.5,6,5,5,0,0,0,1,37,15,4,7,4,7,7,7,6.5,6,5,5,0,0,0,1,-0.0519918759646515,-0.826283998839816
1188000,9,25,50,124,2.5,6.5,2.5,5,4,4,3,4,1,0,1,1,40,15,1,4,2.5,6,5.5,4.5,4,3,3,3,1,0,1,1,-0.72045885265303,-0.740875640629782
1190000,9,100,35,124,1,7,1,1.5,5.5,3,6,3,0,0,0,1,25,20,1,16,3,5,4,3,5,3,6,2,0,0,0,1,-0.72045885265303,-1.16791743167995
1196000,9,70,65,135,1,6.5,1.5,3.5,6.5,3,3,3,0,0,0,1,28,25,2,8,3.5,4,3.5,4.5,4.5,3,3,3,0,0,0,1,-0.72045885265303,-1.08250907346992
1208000,11,85,55,114,3.5,3.5,6,6.5,4.5,4,3,3,0,0,0,1,85,15,2,11,7,7,5,6.5,4.5,3,3,5,0,0,0,1,0.616475100723727,0.540249732520723
1211000,10,80,90,114,2.5,1.5,3.5,1.5,2.5,3,3,1,0,0,0,1,91,21,3,13,3.5,6,6,4.5,5.5,3,3,1,0,0,0,1,-0.0519918759646515,0.71106644894079
1215000,9,85,55,97,3.5,7,1.5,7,7,3,3,2,0,0,1,1,30,22,2,7,7,7,5,7,6,3,3,5,0,0,1,1,-0.72045885265303,-1.02557016799656
1224000,6,35,15,99,7,3.5,4.5,7,1,2,2,4,0,0,1,1,15,17,1,3,6.5,7,4.5,6.5,5,3,2,3,0,0,1,1,-2.72585978271817,-1.45261195904673
1233000,7,30,20,110,7,7,6.5,7,6,3,3,4,0,0,0,1,37,13,1,2,6.5,7,6.5,7,5,3,3,5,0,0,0,1,-2.05739280602979,-0.826283998839816
1248000,12,85,90,154,1,7,7,5.5,3.5,4,4,5,0,0,1,1,113,17,4,12,1.5,7,4.5,6.5,4,5,4,5,0,0,1,1,1.28494207741211,1.3373944091477
1251000,10,70,70,117,4,7,7,4.5,5.5,3,3,4,0,0,1,1,45,28,2,5,5,7,5,5,5.5,3,3,4,0,0,1,1,-0.0519918759646515,-0.598528376946393
1252000,9,40,25,107,1,3.5,7,4.5,6.5,3,4,4,0,0,1,1,30,30,4,10,7,7,7,7,4.5,2,3,4,0,0,1,1,-0.72045885265303,-1.02557016799656
1257000,12,100,90,124,3.5,4,3.5,4,6,3,6,5,0,0,0,1,105,34,4,16,7,5,5,4,3.5,3,4,5,0,0,0,1,1.28494207741211,1.10963878725428
1266000,9,50,40,110,3.5,7,7,7,0.5,6,2,5,0,0,1,1,35,33,3,12,4,7,5,7,4.5,6,2,5,0,0,1,1,-0.72045885265303,-0.883222904313172
1269000,9,75,45,103,1.5,7,5,4,6,5,3,3,0,0,0,1,35,29,4,9,6.5,7,4,6.5,4,5,3,4,0,0,0,1,-0.72045885265303,-0.883222904313172
1270000,11,85,100,124,7,7,7,6,6,3,2,1,0,0,0,1,102,24,3,6,6.5,5,7,6.5,4.5,3,2,1,0,0,0,1,0.616475100723727,1.02423042904425
1279000,12,95,100,161,1,1.5,5,5,1,6,6,5,0,0,1,1,125,27,4,13,4.5,7,6,5,4,5,5,5,0,0,1,1,1.28494207741211,1.67902784198784
1291000,10,65,45,110,3.5,7,4.5,5.5,2,3,2,3,0,0,1,1,95,19,4,6,4.5,7,7,7,4.5,3,2,2,0,0,1,1,-0.0519918759646515,0.824944259887501
1299000,9,60,60,110,2.5,3.5,4,1.5,2,4,4,4,0,0,1,1,71,19,3,6,2.5,6,6,6,2.5,4,2,3,0,0,1,1,-0.72045885265303,0.141677394207232
1301000,12,85,95,161,3.5,3.5,1.5,5.5,1.5,3,3,4,0,0,0,1,105,30,4,16,3,6,6.5,6,4.5,3,3,5,0,0,0,1,1.28494207741211,1.10963878725428
1323000,8,75,75,124,7,7,5,7,5,5,5,4,1,0,1,1,30,20,4,10,6,6.5,5,4.5,4.5,5,5,4,1,0,1,1,-1.38892582934141,-1.02557016799656
1325000,10,80,35,103,1.5,7,4,7,5,3,4,3,0,0,1,1,71,20,2,10,3.5,4.5,3,6,4,2,3,5,0,0,1,1,-0.0519918759646515,0.141677394207232
1331000,12,100,75,129,3,7,2,3,5.5,5,6,4,0,0,1,1,102,21,4,16,2.5,6,5,6,4.5,6,6,5,0,0,1,1,1.28494207741211,1.02423042904425
1335000,11,100,85,140,1,7,7,1.5,7,4,6,3,0,0,1,1,37,20,3,14,4.5,7,6.5,4.5,6.5,4,6,3,0,0,1,1,0.616475100723727,-0.826283998839816
1337000,11,85,95,140,3,2.5,5,3.5,3,5,5,4,0,1,1,1,91,17,2,11,6.5,4.5,4,6.5,5.5,5,5,5,0,1,0,1,0.616475100723727,0.71106644894079
1350000,10,60,75,124,1.5,7,5,7,7,4,2,2,0,0,1,1,56,20,3,8,6.5,6.5,5.5,6.5,5.5,3,2,3,0,0,1,1,-0.0519918759646515,-0.285364396842936
1356000,10,45,40,95,6,2,1,5.5,3,3,6,4,0,0,1,1,30,31,3,12,4,5,4.5,6,6.5,3,6,2,0,0,0,1,-0.0519918759646515,-1.02557016799656
1391000,8,25,20,99,2,3,4.5,3,4,5,3,4,0,0,0,1,37,26,2,4,2,6.5,4.5,6.5,4,5,5,3,0,0,0,1,-1.38892582934141,-0.826283998839816
1405000,10,70,55,95,3,5,3.5,2.5,3,4,5,4,0,0,1,1,91,24,4,13,1.5,5,7,4.5,3.5,4,5,4,0,0,1,1,-0.0519918759646515,0.71106644894079
1407000,6,35,50,145,3.5,5,1,3,3,4,4,4,0,0,1,1,30,17,0,9,6.5,7,5.5,4.5,6.5,3,4,5,0,0,1,1,-2.72585978271817,-1.02557016799656
1408000,10,55,35,124,1,5.5,4.5,1,4,3,2,4,1,0,1,1,110,24,2,9,5.5,4.5,5,6,5.5,3,2,5,1,0,1,1,-0.0519918759646515,1.25198605093767
1413000,9,55,35,99,5,5.5,7,7,5,3,4,4,0,0,1,1,45,18,3,9,7,7,7,7,7,3,4,3,0,0,1,1,-0.72045885265303,-0.598528376946393
1431000,11,85,75,114,3,5,7,1.5,7,4,2,4,0,0,0,1,105,28,4,14,5,4,5,4.5,6,4,2,4,0,0,0,1,0.616475100723727,1.10963878725428
1435000,6,40,40,131,2,2,1.5,4.5,1.5,3,2,1,0,0,0,1,0,23,3,6,4,6.5,7,7,3.5,3,2,2,0,0,0,1,-2.72585978271817,-1.8796537500969
1456000,10,100,65,110,3,3,3.5,7,6.5,6,5,5,0,0,0,1,71,29,4,13,6.5,6.5,4,6,5.5,5,5,5,0,0,0,1,-0.0519918759646515,0.141677394207232
1457000,10,95,70,124,4.5,7,7,1,5.5,3,3,4,0,0,0,1,45,20,4,13,5,5,6,7,3,3,3,4,0,0,0,1,-0.0519918759646515,-0.598528376946393
1461000,11,85,100,129,5.5,6,3,3.5,2.5,5,5,5,0,0,0,1,115,24,4,13,6.5,5,7,7,6.5,5,5,5,0,0,0,1,0.616475100723727,1.39433331462106
1463000,11,70,95,117,3.5,5.5,1.5,1.5,1.5,5,3,4,0,0,0,1,100,27,3,7,3.5,6,5,5,5,5,3,3,0,0,0,1,0.616475100723727,0.967291523570891
1474000,11,65,60,135,3,2,3,2.5,3,3,4,3,0,0,1,1,110,18,4,9,4,5,5.5,4.5,4,3,5,2,0,0,1,1,0.616475100723727,1.25198605093767
1475000,9,35,70,95,1.5,7,7,7,7,3,3,2,0,0,1,1,15,13,3,9,4,5.5,5,7,6,3,3,1,0,0,1,1,-0.72045885265303,-1.45261195904673
1496000,8,50,25,114,6,3,3,3,7,3,4,4,0,0,1,1,46,26,1,8,5.5,6,5.5,6.5,4,3,4,2,0,0,1,1,-1.38892582934141,-0.570058924209715
1514000,10,60,40,124,4.5,2,3.5,5,3.5,5,4,5,0,0,0,1,37,22,3,7,6,5.5,4,5,4.5,4,4,5,0,1,0,1,-0.0519918759646515,-0.826283998839816
1516000,11,100,80,124,5,3,3,6.5,3,3,5,2,0,0,0,1,110,22,4,16,7,7,7,6.5,5.5,3,4,3,0,0,0,1,0.616475100723727,1.25198605093767
1518000,12,95,100,135,4,3.5,7,1.5,7,4,4,5,0,1,0,1,115,19,4,16,4,2.5,5,4,7,4,4,5,0,1,1,1,1.28494207741211,1.39433331462106
1520000,11,90,50,121,3.5,1.5,3.5,1.5,3,6,5,5,0,1,1,1,102,23,4,8,6.5,5,5,4.5,6.5,5,5,5,0,1,1,1,0.616475100723727,1.02423042904425
1521000,10,95,70,129,3,3,4,3,3,6,3,5,0,1,0,1,85,33,4,15,5.5,4.5,3,6,6.5,5,3,5,0,1,0,1,-0.0519918759646515,0.540249732520723
1523000,11,85,95,95,3,4.5,4.5,7,1,5,4,5,0,1,0,1,102,22,2,8,4.5,6.5,6.5,7,2,4,4,5,0,1,0,1,0.616475100723727,1.02423042904425
1531000,12,90,85,124,2,3.5,2.5,2.5,3.5,6,6,5,0,0,1,1,102,24,3,13,3,5.5,4,3.5,5,6,6,5,0,0,1,1,1.28494207741211,1.02423042904425
1536000,11,70,90,121,3.5,1.5,7,3.5,6.5,6,6,1,1,0,1,1,110,29,4,9,6.5,6.5,7,6.5,5,6,6,5,1,0,1,1,0.616475100723727,1.25198605093767
1537000,7,25,55,103,5.5,7,4,7,7,2,2,1,1,0,1,1,28,27,2,5,7,7,4,6.5,5.5,2,2,1,1,0,1,1,-2.05739280602979,-1.08250907346992
1540000,8,95,45,124,2,5,2,3,4.5,3,3,5,0,0,0,1,15,14,3,8,7,7,2,4,2.5,3,3,3,0,0,0,1,-1.38892582934141,-1.45261195904673
1544000,11,95,50,117,1.5,4.5,4.5,5,6,5,3,5,1,0,1,1,60,26,4,16,2.5,7,7,2.5,5.5,3,5,4,1,0,1,1,0.616475100723727,-0.171486585896225
1547000,11,85,60,124,1.5,7,7,1.5,4.5,5,5,5,0,0,0,1,91,26,2,14,4,7,7,7,5,5,5,5,0,0,0,1,0.616475100723727,0.71106644894079
1552000,11,65,60,124,7,7,0.5,7,7,3,3,4,0,0,1,1,60,19,3,10,7,6.5,4.5,6.5,5,3,2,4,0,0,1,1,0.616475100723727,-0.171486585896225
1557000,11,65,60,161,3,6,4,6.5,2,5,3,4,0,0,1,1,95,18,4,9,6.5,4.5,2.5,3.5,4,5,3,4,0,0,1,1,0.616475100723727,0.824944259887501
1560000,11,75,85,129,3,3.5,3,6.5,2,6,2,3,0,0,0,1,95,13,3,9,4,6,6.5,6,6,6,2,3,0,0,0,1,0.616475100723727,0.824944259887501
1562000,10,80,55,140,3.5,7,5,5,7,6,3,4,0,0,1,1,60,22,4,12,7,6.5,4.5,7,6.5,6,3,5,0,0,1,1,-0.0519918759646515,-0.171486585896225
1565000,10,75,60,103,1.5,3.5,5,4,2,4,3,4,0,0,0,1,95,18,4,7,7,4,6,6,6,3,3,5,0,0,0,1,-0.0519918759646515,0.824944259887501
1568000,9,65,30,107,7,7,0.5,6,3.5,4,2,5,0,0,1,1,25,23,3,10,3,5,2,5,6,4,2,5,0,0,1,1,-0.72045885265303,-1.16791743167995
1570000,11,95,90,154,7,4,3,2,4,5,6,4,0,0,1,1,115,30,4,17,6.5,3,7,7,6.5,5,6,5,0,1,0,1,0.616475100723727,1.39433331462106
1574000,11,85,70,110,7,3.5,3.5,7,3,3,5,5,0,0,0,1,105,16,4,12,7,6,6.5,7,3.5,3,5,5,0,0,0,1,0.616475100723727,1.10963878725428
1575000,12,60,100,107,5,7,5,6.5,6,6,6,5,0,1,0,1,113,29,3,13,3.5,7,6.5,5,7,5,5,5,0,1,0,1,1.28494207741211,1.3373944091477
1581000,10,80,65,110,3.5,7,7,5,3,3,3,3,0,0,0,1,28,28,3,14,3.5,7,6,2.5,6.5,3,2,2,0,0,0,1,-0.0519918759646515,-1.08250907346992
1588000,11,60,40,131,1.5,6,3,3.5,4.5,5,3,5,0,0,1,1,113,23,4,9,4,6.5,6.5,6.5,4.5,5,3,3,0,0,1,1,0.616475100723727,1.3373944091477
1589000,11,55,40,110,4,3,4,1.5,3.5,3,6,1,0,0,0,1,70,21,2,10,4.5,6.5,6.5,7,6,3,6,3,0,0,0,1,0.616475100723727,0.113207941470554
1601000,12,45,55,131,3.5,5,3,3,6,5,6,5,0,1,0,1,113,19,4,6,5,6.5,4,6.5,4.5,6,6,5,0,1,0,1,1.28494207741211,1.3373944091477
1602000,10,75,65,110,3.5,1,5,7,6,5,5,5,0,1,0,1,28,21,3,12,5.5,6,5,5,5.5,5,4,5,0,1,0,1,-0.0519918759646515,-1.08250907346992
1603000,10,90,30,124,4,6,1.5,3.5,2,5,5,5,0,1,0,1,28,26,2,16,2.5,7,2.5,6.5,5,5,5,5,0,1,0,1,-0.0519918759646515,-1.08250907346992
1615000,12,85,90,145,5,1.5,6,1.5,6.5,6,6,5,0,0,1,1,110,28,3,16,6,4,6,5.5,4,6,6,5,0,0,1,1,1.28494207741211,1.25198605093767
1616000,11,85,80,161,5.5,7,7,7,7,3,5,3,0,0,1,1,91,30,4,14,7,7,6.5,7,7,4,5,4,0,0,1,1,0.616475100723727,0.71106644894079
1623000,12,95,90,129,1.5,6,7,3.5,3.5,4,5,5,0,0,0,1,100,24,4,16,3.5,6,5,6.5,4.5,4,5,5,0,0,0,1,1.28494207741211,0.967291523570891
1624000,12,85,95,145,3,5.5,2.5,3.5,7,5,3,3,0,0,0,1,102,32,2,14,2.5,4,5.5,5.5,4.5,5,5,1,0,0,0,1,1.28494207741211,1.02423042904425
1632000,11,55,75,121,2.5,7,5,6.5,7,5,5,4,0,0,0,1,91,15,4,6,4,7,4.5,7,7,5,5,4,0,0,0,1,0.616475100723727,0.71106644894079
1639000,7,35,15,110,3,4.5,3,6.5,7,5,3,4,1,0,1,1,15,22,1,8,2.5,5.5,4.5,4.5,7,4,3,3,1,0,1,1,-2.05739280602979,-1.45261195904673
1644000,9,65,30,103,6,6.5,1,5.5,5.5,4,4,5,0,0,0,1,20,13,3,8,7,5,2.5,3,5.5,4,4,4,0,0,0,1,-0.72045885265303,-1.31026469536334
1657000,10,55,90,135,3,7,3.5,7,7,3,3,1,0,0,1,1,37,37,3,6,6.5,6.5,5.5,6,6.5,3,3,1,0,0,1,1,-0.0519918759646515,-0.826283998839816
1658000,11,100,95,145,5,7,4.5,7,7,6,5,5,0,1,0,1,102,31,4,15,7,6,4,7,7,6,5,5,0,1,0,1,0.616475100723727,1.02423042904425
1661000,11,90,65,124,1,7,7,1,4,6,6,5,0,1,0,1,95,23,4,13,6,5,5,6.5,2.5,5,5,5,0,1,0,1,0.616475100723727,0.824944259887501
1670000,10,65,35,121,4,1.5,5,5.5,5.5,5,3,4,0,1,1,1,91,26,2,7,7,4,5,5.5,5.5,6,2,4,0,1,1,1,-0.0519918759646515,0.71106644894079
1672000,9,50,45,110,2.5,4.5,2.5,5,3,3,2,4,1,0,1,1,37,22,1,7,3.5,5.5,3.5,5,5.5,3,3,2,1,0,1,1,-0.72045885265303,-0.826283998839816
1676000,11,85,95,135,3,5.5,4,3,3,4,5,5,0,1,1,1,102,26,4,12,3.5,4.5,5,6,4,4,6,5,0,1,1,1,0.616475100723727,1.02423042904425
1678000,6,30,25,82,6.5,0.5,3.5,1.5,3.5,5,3,1,0,0,0,1,15,18,0,8,7,2,3,3,7,4,4,3,0,0,0,1,-2.72585978271817,-1.45261195904673
